id,description,dataset,category,subcategory,region,delay,universe,type,dateCoverage,coverage,userCount,alphaCount,pyramidMultiplier,themes,dataset_id,dataset_name,category_id,category_name,subcategory_id,subcategory_name
mdl255_accounts_payable_score,Quality of Earnings - Accounts Payable  Quintile,"{'id': 'model255', 'name': 'Accounting Quality Data'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-valuation-models', 'name': 'Valuation Models'}",EUR,1,TOPCS1600,MATRIX,1.0,0.6499,0,0,1.4,[],model255,Accounting Quality Data,model,Model,model-valuation-models,Valuation Models
mdl255_accounts_rec_score,Quality of Earnings - Accounts Receivable Quintile,"{'id': 'model255', 'name': 'Accounting Quality Data'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-valuation-models', 'name': 'Valuation Models'}",EUR,1,TOPCS1600,MATRIX,1.0,0.6499,0,0,1.4,[],model255,Accounting Quality Data,model,Model,model-valuation-models,Valuation Models
mdl255_accrued_expenses_score,Quality of Earnings - Accrued Expenses Quintile,"{'id': 'model255', 'name': 'Accounting Quality Data'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-valuation-models', 'name': 'Valuation Models'}",EUR,1,TOPCS1600,MATRIX,1.0,0.6499,0,0,1.4,[],model255,Accounting Quality Data,model,Model,model-valuation-models,Valuation Models
mdl255_ar_doubtful_score,Quality of Earnings - Accounts Receivable Doubtful  Quintile,"{'id': 'model255', 'name': 'Accounting Quality Data'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-valuation-models', 'name': 'Valuation Models'}",EUR,1,TOPCS1600,MATRIX,1.0,0.6499,0,0,1.4,[],model255,Accounting Quality Data,model,Model,model-valuation-models,Valuation Models
mdl255_balance_sheet_recognition_score,Quality of Earnings - Balance Sheet Recognition Quintile,"{'id': 'model255', 'name': 'Accounting Quality Data'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-valuation-models', 'name': 'Valuation Models'}",EUR,1,TOPCS1600,MATRIX,1.0,0.6499,0,0,1.4,[],model255,Accounting Quality Data,model,Model,model-valuation-models,Valuation Models
mdl255_cacfroi275co2e,Carbon dioxide Adj CFROI(medium),"{'id': 'model255', 'name': 'Accounting Quality Data'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-valuation-models', 'name': 'Valuation Models'}",EUR,1,TOPCS1600,MATRIX,1.0,0.7054,0,0,1.4,[],model255,Accounting Quality Data,model,Model,model-valuation-models,Valuation Models
mdl255_cacfroi50co2e,Carbon dioxide Adj CFROI(high),"{'id': 'model255', 'name': 'Accounting Quality Data'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-valuation-models', 'name': 'Valuation Models'}",EUR,1,TOPCS1600,MATRIX,1.0,0.7053,0,0,1.4,[],model255,Accounting Quality Data,model,Model,model-valuation-models,Valuation Models
mdl255_cacfroi5co2e,Carbon dioxide Adj CFROI(low),"{'id': 'model255', 'name': 'Accounting Quality Data'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-valuation-models', 'name': 'Valuation Models'}",EUR,1,TOPCS1600,MATRIX,1.0,0.7054,0,0,1.4,[],model255,Accounting Quality Data,model,Model,model-valuation-models,Valuation Models
mdl255_cash_flow_score,Quality of Earnings - Cash Flow Quintile,"{'id': 'model255', 'name': 'Accounting Quality Data'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-valuation-models', 'name': 'Valuation Models'}",EUR,1,TOPCS1600,MATRIX,1.0,0.7209,0,0,1.4,[],model255,Accounting Quality Data,model,Model,model-valuation-models,Valuation Models
mdl255_company_key,Company Key,"{'id': 'model255', 'name': 'Accounting Quality Data'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-valuation-models', 'name': 'Valuation Models'}",EUR,1,TOPCS1600,MATRIX,1.0,0.8558,0,0,1.4,[],model255,Accounting Quality Data,model,Model,model-valuation-models,Valuation Models
mdl255_cost_recognition_score,Quality of Earnings - Expense Recognition Quintile,"{'id': 'model255', 'name': 'Accounting Quality Data'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-valuation-models', 'name': 'Valuation Models'}",EUR,1,TOPCS1600,MATRIX,1.0,0.6499,0,0,1.4,[],model255,Accounting Quality Data,model,Model,model-valuation-models,Valuation Models
mdl255_deferred_rev_score,Quality of Earnings - Deferred Revenue  Quintile,"{'id': 'model255', 'name': 'Accounting Quality Data'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-valuation-models', 'name': 'Valuation Models'}",EUR,1,TOPCS1600,MATRIX,1.0,0.6499,0,0,1.4,[],model255,Accounting Quality Data,model,Model,model-valuation-models,Valuation Models
mdl255_depreciation_score,Quality of Earnings - Depreciation  Quintile,"{'id': 'model255', 'name': 'Accounting Quality Data'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-valuation-models', 'name': 'Valuation Models'}",EUR,1,TOPCS1600,MATRIX,1.0,0.6499,0,0,1.4,[],model255,Accounting Quality Data,model,Model,model-valuation-models,Valuation Models
mdl255_holt_debt_score,Quality of Earnings - Off Balance Sheet Financing  Quintile,"{'id': 'model255', 'name': 'Accounting Quality Data'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-valuation-models', 'name': 'Valuation Models'}",EUR,1,TOPCS1600,MATRIX,1.0,0.6499,0,0,1.4,[],model255,Accounting Quality Data,model,Model,model-valuation-models,Valuation Models
mdl255_intangible_exposure_score,Quality of Earnings - Asset Quality  Quintile,"{'id': 'model255', 'name': 'Accounting Quality Data'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-valuation-models', 'name': 'Valuation Models'}",EUR,1,TOPCS1600,MATRIX,1.0,0.6499,0,0,1.4,[],model255,Accounting Quality Data,model,Model,model-valuation-models,Valuation Models
mdl255_inventory_score,Quality of Earnings - Inventory/Cogs  Quintile,"{'id': 'model255', 'name': 'Accounting Quality Data'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-valuation-models', 'name': 'Valuation Models'}",EUR,1,TOPCS1600,MATRIX,1.0,0.6499,0,0,1.4,[],model255,Accounting Quality Data,model,Model,model-valuation-models,Valuation Models
mdl255_management_incentive_score,Total Positive Management Score+Total Negative Management Score(-ve value),"{'id': 'model255', 'name': 'Accounting Quality Data'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-valuation-models', 'name': 'Valuation Models'}",EUR,1,TOPCS1600,MATRIX,1.0,0.2859,0,0,1.4,[],model255,Accounting Quality Data,model,Model,model-valuation-models,Valuation Models
mdl255_niqs,Quality of Earnings - Net Income Quality  Quintile,"{'id': 'model255', 'name': 'Accounting Quality Data'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-valuation-models', 'name': 'Valuation Models'}",EUR,1,TOPCS1600,MATRIX,1.0,0.7552,0,0,1.4,[],model255,Accounting Quality Data,model,Model,model-valuation-models,Valuation Models
mdl255_oas,Quality of Earnings - Other Long Term Assets  Quintile,"{'id': 'model255', 'name': 'Accounting Quality Data'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-valuation-models', 'name': 'Valuation Models'}",EUR,1,TOPCS1600,MATRIX,1.0,0.6499,0,0,1.4,[],model255,Accounting Quality Data,model,Model,model-valuation-models,Valuation Models
mdl255_other_liabilities_score,Quality of Earnings - Other Liabilities  Quintile,"{'id': 'model255', 'name': 'Accounting Quality Data'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-valuation-models', 'name': 'Valuation Models'}",EUR,1,TOPCS1600,MATRIX,1.0,0.6499,0,0,1.4,[],model255,Accounting Quality Data,model,Model,model-valuation-models,Valuation Models
mdl255_overall_score,Quality of Earnings - Overall Rank Quintile,"{'id': 'model255', 'name': 'Accounting Quality Data'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-valuation-models', 'name': 'Valuation Models'}",EUR,1,TOPCS1600,MATRIX,1.0,0.662,0,0,1.4,[],model255,Accounting Quality Data,model,Model,model-valuation-models,Valuation Models
mdl255_payment_sustainability_score,Quality of Earnings - Payment Risk Ratio  Quintile,"{'id': 'model255', 'name': 'Accounting Quality Data'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-valuation-models', 'name': 'Valuation Models'}",EUR,1,TOPCS1600,MATRIX,1.0,0.6499,0,0,1.4,[],model255,Accounting Quality Data,model,Model,model-valuation-models,Valuation Models
mdl255_revenue_recognition_score,Quality of Earnings - Revenue Recognition Quintile,"{'id': 'model255', 'name': 'Accounting Quality Data'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-valuation-models', 'name': 'Valuation Models'}",EUR,1,TOPCS1600,MATRIX,1.0,0.6499,0,0,1.4,[],model255,Accounting Quality Data,model,Model,model-valuation-models,Valuation Models
mdl255_special_items_score,Quality of Earnings - Special Items  Quintile,"{'id': 'model255', 'name': 'Accounting Quality Data'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-valuation-models', 'name': 'Valuation Models'}",EUR,1,TOPCS1600,MATRIX,1.0,0.7642,0,0,1.4,[],model255,Accounting Quality Data,model,Model,model-valuation-models,Valuation Models
mdl255_stock_compensation_score,Quality of Earnings - Stock Options  Quintile,"{'id': 'model255', 'name': 'Accounting Quality Data'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-valuation-models', 'name': 'Valuation Models'}",EUR,1,TOPCS1600,MATRIX,1.0,0.7642,0,0,1.4,[],model255,Accounting Quality Data,model,Model,model-valuation-models,Valuation Models
mdl255_timestamp,Timestamp,"{'id': 'model255', 'name': 'Accounting Quality Data'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-valuation-models', 'name': 'Valuation Models'}",EUR,1,TOPCS1600,MATRIX,1.0,0.8558,0,0,1.4,[],model255,Accounting Quality Data,model,Model,model-valuation-models,Valuation Models
