id,description,dataset,category,subcategory,region,delay,universe,type,dateCoverage,coverage,userCount,alphaCount,pyramidMultiplier,themes,dataset_id,dataset_name,category_id,category_name,subcategory_id,subcategory_name
mdl172_ret1wkpr,No field description,"{'id': 'model172', 'name': 'Model172'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-valuation-models', 'name': 'Valuation Models'}",EUR,1,TOPCS1600,MATRIX,1.0,0.8643,0,0,1.4,[],model172,Model172,model,Model,model-valuation-models,Valuation Models
mdl172_rgdani_s,No field description,"{'id': 'model172', 'name': 'Model172'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-valuation-models', 'name': 'Valuation Models'}",EUR,1,TOPCS1600,MATRIX,1.0,0.7547,0,0,1.4,[],model172,Model172,model,Model,model-valuation-models,Valuation Models
mdl172_rgiagi_plus_1,No field description,"{'id': 'model172', 'name': 'Model172'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-valuation-models', 'name': 'Valuation Models'}",EUR,1,TOPCS1600,MATRIX,1.0,0.8655,0,0,1.4,[],model172,Model172,model,Model,model-valuation-models,Valuation Models
mdl172_rgiagi_plus_2,No field description,"{'id': 'model172', 'name': 'Model172'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-valuation-models', 'name': 'Valuation Models'}",EUR,1,TOPCS1600,MATRIX,1.0,0.8655,0,0,1.4,[],model172,Model172,model,Model,model-valuation-models,Valuation Models
mdl172_roimomy1,No field description,"{'id': 'model172', 'name': 'Model172'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-valuation-models', 'name': 'Valuation Models'}",EUR,1,TOPCS1600,MATRIX,1.0,0.7637,0,0,1.4,[],model172,Model172,model,Model,model-valuation-models,Valuation Models
mdl172_roimomy2,No field description,"{'id': 'model172', 'name': 'Model172'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-valuation-models', 'name': 'Valuation Models'}",EUR,1,TOPCS1600,MATRIX,1.0,0.7962,0,0,1.4,[],model172,Model172,model,Model,model-valuation-models,Valuation Models
mdl172_roitran1,No field description,"{'id': 'model172', 'name': 'Model172'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-valuation-models', 'name': 'Valuation Models'}",EUR,1,TOPCS1600,MATRIX,1.0,0.8244,0,0,1.4,[],model172,Model172,model,Model,model-valuation-models,Valuation Models
mdl172_roitran2,No field description,"{'id': 'model172', 'name': 'Model172'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-valuation-models', 'name': 'Valuation Models'}",EUR,1,TOPCS1600,MATRIX,1.0,0.8382,0,0,1.4,[],model172,Model172,model,Model,model-valuation-models,Valuation Models
mdl172_roitrn_1,No field description,"{'id': 'model172', 'name': 'Model172'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-valuation-models', 'name': 'Valuation Models'}",EUR,1,TOPCS1600,MATRIX,1.0,0.79,0,0,1.4,[],model172,Model172,model,Model,model-valuation-models,Valuation Models
mdl172_roitrn_2,No field description,"{'id': 'model172', 'name': 'Model172'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-valuation-models', 'name': 'Valuation Models'}",EUR,1,TOPCS1600,MATRIX,1.0,0.7786,0,0,1.4,[],model172,Model172,model,Model,model-valuation-models,Valuation Models
mdl172_s_fcf_p,No field description,"{'id': 'model172', 'name': 'Model172'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-valuation-models', 'name': 'Valuation Models'}",EUR,1,TOPCS1600,MATRIX,1.0,0.7595,0,0,1.4,[],model172,Model172,model,Model,model-valuation-models,Valuation Models
mdl172_s_fcfcrp,No field description,"{'id': 'model172', 'name': 'Model172'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-valuation-models', 'name': 'Valuation Models'}",EUR,1,TOPCS1600,MATRIX,1.0,0.8623,0,0,1.4,[],model172,Model172,model,Model,model-valuation-models,Valuation Models
mdl172_sa_xe_vp,No field description,"{'id': 'model172', 'name': 'Model172'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-valuation-models', 'name': 'Valuation Models'}",EUR,1,TOPCS1600,MATRIX,1.0,0.8637,0,0,1.4,[],model172,Model172,model,Model,model-valuation-models,Valuation Models
mdl172_salegrow,No field description,"{'id': 'model172', 'name': 'Model172'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-valuation-models', 'name': 'Valuation Models'}",EUR,1,TOPCS1600,MATRIX,1.0,0.854,0,0,1.4,[],model172,Model172,model,Model,model-valuation-models,Valuation Models
mdl172_scig,No field description,"{'id': 'model172', 'name': 'Model172'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-valuation-models', 'name': 'Valuation Models'}",EUR,1,TOPCS1600,MATRIX,1.0,0.8655,0,0,1.4,[],model172,Model172,model,Model,model-valuation-models,Valuation Models
mdl172_shrstrad,No field description,"{'id': 'model172', 'name': 'Model172'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-valuation-models', 'name': 'Valuation Models'}",EUR,1,TOPCS1600,MATRIX,1.0,0.8653,0,0,1.4,[],model172,Model172,model,Model,model-valuation-models,Valuation Models
mdl172_susgrw1,No field description,"{'id': 'model172', 'name': 'Model172'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-valuation-models', 'name': 'Valuation Models'}",EUR,1,TOPCS1600,MATRIX,1.0,0.8649,0,0,1.4,[],model172,Model172,model,Model,model-valuation-models,Valuation Models
mdl172_susgrw5,No field description,"{'id': 'model172', 'name': 'Model172'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-valuation-models', 'name': 'Valuation Models'}",EUR,1,TOPCS1600,MATRIX,1.0,0.8617,0,0,1.4,[],model172,Model172,model,Model,model-valuation-models,Valuation Models
mdl172_sustratfy1,No field description,"{'id': 'model172', 'name': 'Model172'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-valuation-models', 'name': 'Valuation Models'}",EUR,1,TOPCS1600,MATRIX,1.0,0.8637,0,0,1.4,[],model172,Model172,model,Model,model-valuation-models,Valuation Models
mdl172_tot4wkret,No field description,"{'id': 'model172', 'name': 'Model172'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-valuation-models', 'name': 'Valuation Models'}",EUR,1,TOPCS1600,MATRIX,1.0,0.8643,0,0,1.4,[],model172,Model172,model,Model,model-valuation-models,Valuation Models
mdl172_trclvghc,No field description,"{'id': 'model172', 'name': 'Model172'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-valuation-models', 'name': 'Valuation Models'}",EUR,1,TOPCS1600,MATRIX,1.0,0.8572,0,0,1.4,[],model172,Model172,model,Model,model-valuation-models,Valuation Models
mdl172_vc_ratio,No field description,"{'id': 'model172', 'name': 'Model172'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-valuation-models', 'name': 'Valuation Models'}",EUR,1,TOPCS1600,MATRIX,1.0,0.8654,0,0,1.4,[],model172,Model172,model,Model,model-valuation-models,Valuation Models
mdl172_vol_his_3m,No field description,"{'id': 'model172', 'name': 'Model172'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-valuation-models', 'name': 'Valuation Models'}",EUR,1,TOPCS1600,MATRIX,1.0,0.8602,0,0,1.4,[],model172,Model172,model,Model,model-valuation-models,Valuation Models
mdl172_warentvalfy1,No field description,"{'id': 'model172', 'name': 'Model172'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-valuation-models', 'name': 'Valuation Models'}",EUR,1,TOPCS1600,MATRIX,1.0,0.8637,0,0,1.4,[],model172,Model172,model,Model,model-valuation-models,Valuation Models
mdl172_wd_ratio,No field description,"{'id': 'model172', 'name': 'Model172'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-valuation-models', 'name': 'Valuation Models'}",EUR,1,TOPCS1600,MATRIX,1.0,0.7567,0,0,1.4,[],model172,Model172,model,Model,model-valuation-models,Valuation Models
mdl172_years,No field description,"{'id': 'model172', 'name': 'Model172'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-valuation-models', 'name': 'Valuation Models'}",EUR,1,TOPCS1600,MATRIX,1.0,0.8655,0,0,1.4,[],model172,Model172,model,Model,model-valuation-models,Valuation Models
mdl172_yfl,No field description,"{'id': 'model172', 'name': 'Model172'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-valuation-models', 'name': 'Valuation Models'}",EUR,1,TOPCS1600,MATRIX,1.0,0.8655,0,0,1.4,[],model172,Model172,model,Model,model-valuation-models,Valuation Models
mdl172_yfl_ep,No field description,"{'id': 'model172', 'name': 'Model172'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-valuation-models', 'name': 'Valuation Models'}",EUR,1,TOPCS1600,MATRIX,1.0,0.8653,0,0,1.4,[],model172,Model172,model,Model,model-valuation-models,Valuation Models
mdl172_yfluswrg,No field description,"{'id': 'model172', 'name': 'Model172'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-valuation-models', 'name': 'Valuation Models'}",EUR,1,TOPCS1600,MATRIX,1.0,0.8652,0,0,1.4,[],model172,Model172,model,Model,model-valuation-models,Valuation Models
