id,description,dataset,category,subcategory,region,delay,universe,type,dateCoverage,coverage,userCount,alphaCount,pyramidMultiplier,themes,dataset_id,dataset_name,category_id,category_name,subcategory_id,subcategory_name
fscore_bfl_total,The final score M-Score is a weighted average of both the Pentagon surface score and the Pentagon acceleration score.,"{'id': 'model16', 'name': 'Fundamental Scores'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-valuation-models', 'name': 'Valuation Models'}",EUR,1,TOPCS1600,MATRIX,1.0,0.4499,0,0,1.4,[],model16,Fundamental Scores,model,Model,model-valuation-models,Valuation Models
fscore_bfl_value,The purpose of this metric is to see if the stock is under or overpriced given several well known valuation standards.,"{'id': 'model16', 'name': 'Fundamental Scores'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-valuation-models', 'name': 'Valuation Models'}",EUR,1,TOPCS1600,MATRIX,1.0,0.4568,4,4,1.4,[],model16,Fundamental Scores,model,Model,model-valuation-models,Valuation Models
fscore_growth,The purpose of this metric is to qualify the expected MT growth potential of the stock.,"{'id': 'model16', 'name': 'Fundamental Scores'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-valuation-models', 'name': 'Valuation Models'}",EUR,1,TOPCS1600,MATRIX,1.0,0.4525,0,0,1.4,[],model16,Fundamental Scores,model,Model,model-valuation-models,Valuation Models
fscore_momentum,The purpose of this metric is to identify stocks which are currently undergoing either up or downward analyst revisions.,"{'id': 'model16', 'name': 'Fundamental Scores'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-valuation-models', 'name': 'Valuation Models'}",EUR,1,TOPCS1600,MATRIX,1.0,0.4522,0,0,1.4,[],model16,Fundamental Scores,model,Model,model-valuation-models,Valuation Models
fscore_profitability,The purpose of this metric is to rank stock based on their ability to generate cash flows.,"{'id': 'model16', 'name': 'Fundamental Scores'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-valuation-models', 'name': 'Valuation Models'}",EUR,1,TOPCS1600,MATRIX,1.0,0.4516,1,1,1.4,[],model16,Fundamental Scores,model,Model,model-valuation-models,Valuation Models
fscore_quality,The purpose of this metric is to measure both the sustainability and certainty of earnings.,"{'id': 'model16', 'name': 'Fundamental Scores'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-valuation-models', 'name': 'Valuation Models'}",EUR,1,TOPCS1600,MATRIX,1.0,0.4533,1,1,1.4,[],model16,Fundamental Scores,model,Model,model-valuation-models,Valuation Models
fscore_surface,"The static score. An index between 0 & 100 is applied for each stock and each composite factor - The first ranking is a pentagon surface-based score. The larger the surface, the higher the rank.","{'id': 'model16', 'name': 'Fundamental Scores'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-valuation-models', 'name': 'Valuation Models'}",EUR,1,TOPCS1600,MATRIX,1.0,0.4496,0,0,1.4,[],model16,Fundamental Scores,model,Model,model-valuation-models,Valuation Models
fscore_surface_accel,"The derivative score. In a second step, we calculate the derivative of this score (ie: Is the surface of the pentagon increasing or decreasing from the previous month?).","{'id': 'model16', 'name': 'Fundamental Scores'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-valuation-models', 'name': 'Valuation Models'}",EUR,1,TOPCS1600,MATRIX,1.0,0.4459,1,1,1.4,[],model16,Fundamental Scores,model,Model,model-valuation-models,Valuation Models
fscore_total,The final score M-Score is a weighted average of both the Pentagon surface score and the Pentagon acceleration score.,"{'id': 'model16', 'name': 'Fundamental Scores'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-valuation-models', 'name': 'Valuation Models'}",EUR,1,TOPCS1600,MATRIX,1.0,0.4459,0,0,1.4,[],model16,Fundamental Scores,model,Model,model-valuation-models,Valuation Models
fscore_value,The purpose of this metric is to see if the stock is under or overpriced given several well known valuation standards.,"{'id': 'model16', 'name': 'Fundamental Scores'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-valuation-models', 'name': 'Valuation Models'}",EUR,1,TOPCS1600,MATRIX,1.0,0.453,1,1,1.4,[],model16,Fundamental Scores,model,Model,model-valuation-models,Valuation Models
growth_potential_rank_derivative,Change in ranking for medium-term growth potential compared to previous period.,"{'id': 'model16', 'name': 'Fundamental Scores'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-valuation-models', 'name': 'Valuation Models'}",EUR,1,TOPCS1600,MATRIX,1.0,1.0,1,1,1.4,[],model16,Fundamental Scores,model,Model,model-valuation-models,Valuation Models
multi_factor_acceleration_score_derivative,Change in the acceleration of multi-factor score compared to previous period.,"{'id': 'model16', 'name': 'Fundamental Scores'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-valuation-models', 'name': 'Valuation Models'}",EUR,1,TOPCS1600,MATRIX,1.0,1.0,0,0,1.4,[],model16,Fundamental Scores,model,Model,model-valuation-models,Valuation Models
multi_factor_static_score_derivative,Change in static multi-factor score compared to previous period.,"{'id': 'model16', 'name': 'Fundamental Scores'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-valuation-models', 'name': 'Valuation Models'}",EUR,1,TOPCS1600,MATRIX,1.0,1.0,0,0,1.4,[],model16,Fundamental Scores,model,Model,model-valuation-models,Valuation Models
relative_valuation_rank_derivative,Change in ranking for valuation metrics compared to previous period.,"{'id': 'model16', 'name': 'Fundamental Scores'}","{'id': 'model', 'name': 'Model'}","{'id': 'model-valuation-models', 'name': 'Valuation Models'}",EUR,1,TOPCS1600,MATRIX,1.0,1.0,1,2,1.4,[],model16,Fundamental Scores,model,Model,model-valuation-models,Valuation Models
